Abacion magnum
Chaenocephalus aceratus
Chaetodipus artus
Chaunax abei
Chamaeleo africanus
Chaetopleura angulata
Channa asiatica
Charadrius alexandrinus
Chatogekko amazonicus
Chaerephon ansorgei
Chaetopleura apiculata
Chaetodon argentatus
Chaetodon austriacus
Charybdis acuta
Chaetodon auriga
Chaetodipus baileyi
Charadrius bicinctus
Charina bottae
Chaetodon baronessa
Chara braunii
Chaetodon capistratus
Chara corallina
Charadrius collaris
Chaos carolinense
Chaetodontoplus caeruleopunctatus
Chamaeleo calcaricarens
Chamaedrilus cognettii
Chauna chavaria
Chaetodon citrinellus
Chamaetylas choloensis
Chaetodipus californicus
Chamaeleo chamaeleon
Chanos chanos
Chara connivens
Chaerephon chapini
Chaetodon collare
Chamaedorea costaricana
Chassalia chartacea
Chaoborus crystallinus
Chamaeleo calyptratus
Charadrius dubius
Chaetodon decussatus
Chamaeleo dilepis
Chaetodontoplus duboulayi
Chaetodon ephippium
Chaetodipus eremicus
Charadrius falklandicus
Chamaea fasciata
Charybdis feriata
Chaetodipus fallax
Chaetodipus formosus
Chara fibrosa
Chamaecrista fasciculata
Chaetodon flavirostris
Chaetomium globosum
Chaetodipus goldmani
Chaetosphaeridium globosum
Chara globularis
Chamaeleo gracilis
Chaetodon guttatissimus
Champsocephalus gunnari
Charadrius hiaticula
Chalcostigma herrani
Chaetodipus hispidus
Charybdis hellerii
Chamaerops humilis
Chaetodipus intermedius
Chaerephon jobensis
Charybdis japonica
Chaetodon kleinii
Chamaecyparis lawsoniana
Channa lucius
Chaetodon lineolatus
Chaetopleura lanuginosa
Chaetodon larvatus
Chaetodon lunula
Chalceus macrolepidotus
Charadrius melodus
Charadrius morinellus
Chaetodontoplus meredithi
Chaetodon melannotus
Channa maculata
Charadrius mongolus
Channa micropeltes
Chaetodon miliaris
Chaetodontoplus melanosoma
Charadrius montanus
Chamaeleo monachus
Chalinolobus morio
Chaetodon mertensii
Chaetodon mesoleucos
Charadrius modestus
Chaetodon multicinctus
Chaetodon meyeri
Chamaeleo namaquensis
Chaetodipus nelsoni
Chaerephon nigeriae
Chamaemelum nobile
Chaetoderma nitidulum
Chamaecyparis obtusa
Chaetodon ocellicaudus
Chalcides ocellatus
Chaetodon ornatissimus
Chaetodon octofasciatus
Chaetodon oxycephalus
Chamaesiphon minutus
Chassalia parviflora
Chaenomugil proboscideus
Chaetodon paucifasciatus
Chaetymenia peduncularis
Chaetura pelagica
Channa punctata
Chaunax penicillatus
Chaunax pictus
Chaetodon plebeius
Chaerephon pumilus
Chaetodipus penicillatus
Chamaedorea plumosa
Chaetodipus pernix
Chauliodes pectinicornis
Chaetosa punctipes
Chaetodon punctatofasciatus
Chaetodon pelewensis
Chaceon quinquedens
Chaetodon quadrimaculatus
Chaetodon rafflesii
Charadrius ruficapillus
Chaetodipus rudinoris
Chalcostigma ruficeps
Channichthys rhinoceratus
Chaetodon rainfordi
Chamaepsila rosae
Chaetodon striatus
Chaetodon speculum
Chaenomeles speciosa
Chalcophaps stephani
Chamaedorea seifrizii
Chauliodus sloani
Charadrius semipalmatus
Chamaeleo senegalensis
Chamaechaenactis scaposa
Channa striata
Chaenactis santolinoides
Chaetodipus spinatus
Chalcides sexlineatus
Chaerilus tricostatus
Chaetomium thermophilum
Chaetodon trifasciatus
Chaetodon tinkeri
Chauna torquata
Chaetodon trifascialis
Chalinolobus tuberculatus
Chaerilus tryznai
Chaetodon ulietensis
Chaetodon vagabundus
Chalcides viridanus
Charadrius veredus
Chaetophractus villosus
Charadrius vociferus
Chaetopterus variopedatus
Chara vulgaris
Chaetura vauxi
Charadrius wilsonia
Chaetodon xanthurus
Chamaeleo zeylanicus
Chelonoidis abingdonii
Cheilosia albitarsis
Chenopodium album
Chetone angulosa
Chelon auratus
Chenopodium baccatum
Cheiropleuria bicuspis
Chelosania brunnea
Chelonoidis carbonarius
Cheirogaleus crossleyi
Cherax destructor
Cherax dispar
Chelonoidis denticulatus
Cheilochromis euchilus
Cheilodactylus fasciatus
Chelus fimbriata
Cheilosia illustrata
Chenonetta jubata
Chelidonichthys kumu
Chelon labrosus
Chelodina longicollis
Cheirogaleus major
Cheirogaleus medius
Chelidonium majus
Cheilopogon melanurus
Chenopodiastrum murale
Chelonia mydas
Chelonoidis niger
Cheiromeles parvidens
Cheilopogon pinnatibarbatus
Chelyosoma productum
Chelonodontops patoca
Cheiracanthium punctorium
Chenopodium quinoa
Cherax quinquecarinatus
Cherax quadricarinatus
Chelon ramada
Chelmon rostratus
Chelon saliens
Chengiopanax sciadophylloides
Chelydra serpentina
Cheirogaleus sibreei
Cherax tenuimanus
Cheracebus torquatus
Chelonibia testudinaria
Cheilinus undulatus
Chionis albus
Chilabothrus angulifer
Chiococca alba
Chilomycterus antillarum
Chilo auricilius
Chicoreus asianus
Chironomus annularius
Chitala blanci
Chironius carinatus
Chinchilla chinchilla
Chiromyscus chiropus
Gallus gallus
Chitala chitala
Chiroderma doriae
Chironomus dorsalis
Chilabothrus exsul
Chitinophaga filiformis
Chironex fleckeri
Chilabothrus fordii
Chikila fulleri
Chiropodomys gliroides
Chilobrachys guangxiensis
Chionodraco hamatus
Chimarrogale himalayica
Chiloscyllium indicum
Chiroderma improvisum
Chilomys instans
Chitinophaga japonensis
Chionoecetes japonicus
Chironomus kiiensis
Chinchilla lanigera
Chilopsis linearis
Chitala lopis
Chimaphila maculata
Chilonatalus micropus
Chironax melanocephalus
Chironectes minimus
Chionis minor
Chimaera monstrosa
Chilabothrus monensis
Chiangiodendron mexicanum
Chionodraco myersi
Chionomys nivalis
Chionoecetes opilio
Chitala ornata
Chironomus pallidivittatus
Chitinophaga pinensis
Chironomus plumosus
Chilades pandava
Chimarrogale platycephalus
Chiloscyllium punctatum
Chiropsalmus quadrigatus
Chionodraco rastrospinosus
Chionomys roberti
Chilomycterus reticulatus
Chiropotes satanas
Chicoreus subpalmatus
Chilo sacchariphagus
Chiroderma salvini
Chilo suppressalis
Chilabothrus striatus
Chilorhinus suensonii
Chilabothrus subflavus
Chionoecetes tanneri
Chironomus tentans
Chiroderma trinitatum
Chironomus thummi
Chimaphila umbellata
Chiruromys vates
Chiroderma villosum
Chloroflexus aurantiacus
Chlamydia abortus
Chlosyne acastus
Chloroflexus aggregans
Chlorocebus aethiops
Chlorophthalmus agassizi
Chlidonias albostriatus
Chloroceryle americana
Chlamydoselachus anguineus
Chlamydomonas applanata
Chloroclados australasicus
Chlorokybus atmophyticus
Chlorolobion braunii
Chlosyne californica
Chlorobium chlorochromatii
Chlamydia caviae
Chloris chloris
Chlorophytum comosum
Chloropsis cochinchinensis
Chlamydophila caviae
Chlorococcum echinozygotum
Chlorella ellipsoidea
Chlidanthus fragrans
Chlamydia felis
Chloroxylon faho
Chlorogloeopsis fritschii
Chlorodesmis fastigiata
Chlosyne gorgone
Chloebia gouldiae
Chlosyne harrisii
Chlamydomonas incerta
Chlamys islandica
Chloranthus japonicus
Chlosyne janais
Chlamydosaurus kingii
Chlorobium limicola
Chlosyne lacinia
Chlidonias leucopterus
Chlorobaculum limnaeum
Chlorostilbon lucidus
Chlorodiella laevissima
Chlorostilbon maugaeus
Chloephaga melanoptera
Chlorostilbon mellisugus
Chlamydomonas moewusii
Chlamydia muridarum
Chloranthus multistachys
Chlorophyllum molybdites
Chlidonias niger
Chlamydera nuchalis
Chlosyne nycteis
Chlorospingus ophthalmicus
Chlamydophila psittaci
Chlorobaculum parvum
Chlosyne palla
Chlorobium phaeobacteroides
Chlamydia pecorum
Chlorocebus pygerythrus
Chlorobium phaeovibrioides
Chloephaga picta
Chlorospingus pileatus
Chlamydia pneumoniae
Chlorogalum pomeridianum
Chlamydophila pneumoniae
Chlamydomonas pitschmannii
Chlaenius pusillus
Chlamydomonas reinhardtii
Chlorornis riefferii
Chloroidium saccharophilum
Chlorocebus sabaeus
Chloranthus spicatus
Chlorophanes spiza
Chlorella sorokiniana
Chlorurus sordidus
Chlamydomonas subcaudata
Chloroherpeton thalassium
Chlamydia trachomatis
Chlorobaculum tepidum
Chloracidobacterium thermophilum
Chlorobaculum thiosulfatiphilum
Chlorocebus tantalus
Chlorella variabilis
Chlorella vulgaris
Chordeiles acutipennis
Chorthippus albomarginatus
Chorismus antarcticus
Chosenia arbutifolia
Choerodon azurio
Chondrodactylus bibronii
Choaspes benjaminii
Chorthippus biguttulus
Choristoneura biennis
Chorispora bungeana
Chodsigoa caovansunga
Chorocaris chacei
Chondromyces crocatus
Chondrus crispus
Choromytilus chorus
Chondracanthus corymbiferus
Choloepus didactylus
Chondrus elatus
Chondracanthus exasperatus
Choerodon fasciatus
Chordaria flagelliformis
Choristoneura fumiferana
Chondrus giganteus
Choeroniscus godmani
Chondestes grammacus
Chondracanthus harveyanus
Choloepus hoffmanni
Chondrilla juncea
Choristoneura longicellana
Chondrocladia lyra
Choeronycteris mexicana
Chordeiles minor
Chondrus nipponicus
Chondrilla nucula
Choristoneura occidentalis
Chondrus ocellatus
Chorthippus parallelus
Chodsigoa parca
Choristoneura pinus
Choreutis pariana
Choristoneura parallela
Chorilaena quercifolia
Chondrosia reniformis
Choristoneura rosaceana
Chondracris rosea
Choerodon schoenleinii
Chondracanthus spinosus
Chondracanthus squarrulosus
Chorispora tenella
Chondrohierax uncinatus
Chondrus verrucosus
Chortophaga viridifasciata
Chondrus yendoi
Chrysochus auratus
Chrysomya albiceps
Chrysochir aureus
Chrysosplenium americanum
Chrysolina aurichalcea
Chrysochromulina alifera
Chrysolophus amherstiae
Chrysomela aeneicollis
Chrysolina americana
Chrysochloris asiatica
Chrotopterus auritus
Chrysolina bankii
Chrysomya bezziana
Chrysotoxum bicinctum
Chrysocyon brachyurus
Chrysophyllum cainito
Chrysodeixis chalcites
Chrysolina cerealis
Chromis chromis
Chrysaora colorata
Chromatopelma cyaneopubescens
Chrysomya chloropyga
Chrysolina coerulans
Chrysotila carterae
Chrysiptera cyanea
Chrysochraon dispar
Chrysopa dorsalis
Chrysolina fastuosa
Chrysolina fuliginosa
Chrysopa formosa
Chrysopogon fulvus
Chrysomya flavifrons
Chrysolina graminis
Chrotomys gonzalesi
Chrysolina haemoptera
Chromolepis heterophylla
Chromatomyia horticola
Chrysolina herbacea
Chrysolina hyperici
Chrysobalanus icaco
Chrysomus icterocephalus
Chrysodeixis includens
Chrysomya incisuralis
Chrysopa intima
Chrysolina kuesteri
Chrysomela knabi
Chromodoris kuiteri
Chrysomela lapponica
Chrysopa lezeyi
Chrysomya latifrons
Chrysanthemum lavandulifolium
Chrysolina marginata
Chroicocephalus maculipennis
Chrysactinia mexicana
Chrysomya megacephala
Chrysanthemum morifolium
Chrysomya marginalis
Chrysolampis mosquitus
Chrysopa nigra
Chrysomya nigripes
Chrysoperla nipponensis
Chrysichthys nigrodigitatus
Chromolaena odorata
Chrotogale owstoni
Chrysopa pallens
Chrysolophus pictus
Chrysopa perla
Chrysoperla plorabunda
Chrysomya pinguis
Chrysolina polita
Chrysomela populi
Chrysomya putoria
Chrysolina quadrigemina
Chrysaora quinquecirrha
Chromodoris quadricolor
Chrysiptera rex
Chrysomus ruficapillus
Chrysiptera rollandi
Chrysomya rufifacies
Chrotomys sibuyanensis
Chrysomela scripta
Chromohalobacter salexigens
Chrysomya semimetallica
Chrysomya saffranea
Chrotomys silaceus
Chrysogaster solstitialis
Chrysochloris stuhlmanni
Chrysiptera talboti
Chroococcidiopsis thermalis
Chrysomela tremula
Chrysolina varians
Chromis viridis
Chrysopa viridana
Chrysomela vigintipunctata
Chromobacterium violaceum
Chrysomya varipes
Chrysolina virgata
Chromobacterium viscosum
Chrysops vittatus
Chrotomys whiteheadi
Chthamalus anisopoma
Chthamalus antennatus
Chthonomonas calidirosea
Chthamalus dalli
Chthamalus fissus
Chthamalus fragilis
Chthonerpeton indistinctum
Chthamalus malayensis
Chthamalus montagui
Chthamalus proteus
Chtenopteryx sicula
Chthamalus stellatus
Chuco intermedium
Chuniophoenix nana
Chydaekata acuminata
Chymomyza amoena
Chysis bractescens
Chyphotes mellipes
Cibotium barometz
Cibotium schiedei
Cicindela anchoralis
Cicer arietinum
Ciconia boyciana
Cicindela campestris
Ciconia ciconia
Cicindela denverensis
Cicuta douglasii
Cicindela duponti
Cicindela duodecimguttata
Cichorium endivia
Cicindela equestris
Cicindela fabriciana
Cicada flammata
Cicindela formosa
Cicindela fulgida
Cicindela hirticollis
Cicindela hybrida
Cicindela iberica
Cichorium intybus
Cicindela japana
Cicindela japonica
Cicindela lagunensis
Cicindela limbata
Cicindela limbalis
Cicindela longilabris
Cicindela lusitanica
Cicindela maritima
Cicuta maculata
Cicinnurus magnificus
Cicindela maroccana
Cicindela marginata
Cicindela nebraskana
Ciconia nigra
Cicindela nevadica
Cicindela oaxensis
Cicindela obsoleta
Cicindela oregona
Cicindela patruela
Cicindela punctulata
Cicindela puritana
Cicindela pulchra
Cicindela repanda
Cicindela rufiventris
Cicindela sperata
Cicindela sexguttata
Cicindela splendida
Ciconia stormi
Cicindela transversalis
Cicindela tranquebarica
Ciccaba virgata
Cicuta virosa
Cicadella viridis
Ciliata mustela
Ciliopagurus strigatus
Cimex hemipterus
Cimex lectularius
Cinguloterebra anilis
Cinnamomum camphora
Cinclus cinclus
Cinna latifolia
Cinclus mexicanus
Cinygmula subaequalis
Cinnamomum tenuipile
Cinnamomum verum
Ciona intestinalis
Ciocalypta penicillus
Ciona savignyi
Circus aeruginosus
Circaea alpina
Circeis armoricana
Cirsium arvense
Circus cyaneus
Cirrospilus diallus
Cirsium drummondii
Cirrhinus mrigala
Cirrhitichthys oxycephalus
Cirsium palustre
Cirsium subniveum
Cirsium texanum
Cirolanides texensis
Cirsium vulgare
Cis boleti
Cissa chinensis
Cistanche deserticola
Cissus discolor
Cisseps fulvicollis
Cistopus indicus
Cistugo lesueuri
Cistothorus palustris
Cistothorus platensis
Cissus quadrangularis
Cissus rhombifolia
Cistanche salsa
Cistugo seabrae
Cistopus taiwanicus
Citrobacter amalonaticus
Citrus aurantium
Citrus aurantiifolia
Citrobacter braakii
Citrobacter freundii
Citrus hystrix
Citrobacter intermedius
Citrus jambhiri
Citrus junos
Citrobacter koseri
Citrullus lanatus
Citrus limon
Citharus linguatula
Citrus maxima
Citrus medica
Citrus natsudaidai
Citrus paradisi
Cittarium pica
Citrus reticulata
Citrobacter rodentium
Citrus sinensis
Citrus unshiu
Civettictis civetta
Cladonia arbuscula
Clausocalanus arcuicornis
Clarkia arcuata
Clarias batrachus
Clarkia breweri
Clanga clanga
Cladosporium cladosporioides
Clathrina clathrus
Clarkia concinna
Claytosmunda claytoniana
Clarias dussumieri
Clarkia epilobioides
Clarias fuscus
Clarkia franciscana
Claviceps fusiformis
Clarias gariepinus
Clamator glandarius
Cladophora glomerata
Cladonia grayi
Clangula hyemalis
Cladrastis kentukea
Clavispora lusitaniae
Clavulinopsis laeticolor
Clathrina lacunosa
Clarkia lewisii
Clausocalanus lividus
Clavelina lepadiformis
Clarias macrocephalus
Clarkia mildrediae
Clava multicornis
Claviceps purpurea
Claviceps paspali
Clathria prolifera
Clarkia rostrata
Cladonia uncialis
Clarkia unguiculata
Claytonia virginica
Clarkia williamsonii
Clarkia xantiana
Clavaria zollingeri
Clethra alnifolia
Cleretum bellidiforme
Clethrionomys californicus
Clelia clelia
Clematis drummondii
Clematis florida
Clematis integrifolia
Clematis lasiantha
Clematis ligusticifolia
Cleidogona major
Cleptornis marchei
Clematis terniflora
Clematis vitalba
Clibadium alatum
Clintonia andrewsiana
Clinopodium alpinum
Clintonia borealis
Clivia caulescens
Clinostomum complanatum
Clitocybe dealbata
Clivia gardenii
Clione limacina
Clinostomum marginatum
Clivia miniata
Clivia mirabilis
Clitocybe nebularis
Clivia nobilis
Clitopilus passeckerianus
Clinus superciliosus
Clitoria ternatea
Clintonia udensis
Clintonia umbellulata
Clintonia uniflora
Cliona varians
Clostridium acetobutylicum
Clostridium acidurici
Cloacimonas acidaminovorans
Clogmia albipunctata
Clostridium aminobutyricum
Clostera anachoreta
Clostridium botulinum
Clostridium beijerinckii
Clostridium butyricum
Clostridium bolteae
Clostridium cellulovorans
Closteromerus claviger
Clostridium cochlearium
Clostridium cylindrosporum
Clostridioides difficile
Closterium ehrenbergii
Clostridium haemolyticum
Clostridium hiranonis
Clostridium innocuum
Clostridium kluyveri
Clostridium ljungdahlii
Clostridium longisporum
Clostridium novyi
Clostridium perfringens
Clostridium pasteurianum
Clostridium paradoxum
Clonostachys rogersoniana
Clostridium sporogenes
Clostridium scindens
Clostridium saccharobutylicum
Clostridium saccharolyticum
Clostridium septicum
Clonorchis sinensis
Clostridium scatologenes
Clostridium sardiniense
Clostridium subterminale
Clostridium symbiosum
Clostridium tetani
Clostridium tetanomorphum
Clostridium tyrobutyricum
Clostridium ventriculi
Clowesia warczewiczii
Clupeonella cultriventris
Clupisoma garua
Clupea harengus
Clupea pallasii
Clytus arietis
Clypeaster europacificus
Clytia gregaria
Clypeaster japonicus
Clyomys laticeps
Clypeaster rosaceus
Clypeaster subdepressus
Clymenella torquata
Cnaphalocrocis medinalis
Cnemidophorus lemniscatus
Cnemophilus macgregorii
Cnidium monnieri
Cnidoscolus quercifolius
Cobitis choii
Cobitis elongatoides
Cobitis lutheri
Cobetia marina
Cobitis sinensis
Cobitis taenia
Coccyzus americanus
Corchorus capsularis
Cochliobolus carbonum
Coccothraustes coccothraustes
Cochlearius cochlearius
Coccotrypes carpophagus
Cochliobolus cymbopogonis
Cochlearia danica
Coccotrypes dactyliperda
Cocytius duponchel
Cochliobolus ellisii
Coccyzus erythropthalmus
Coccinia grandis
Cochliobolus heterostrophus
Coccinella hieroglyphica
Coccus hesperidum
Coccidioides immitis
Cochliobolus kusanoi
Cochliobolus lunatus
Cochliomyia macellaria
Cochliobolus miyabeanus
Coccyzus minor
Cocos nucifera
Cochlearia officinalis
Coccidioides posadasii
Cochlearia pyrenaica
Cochliobolus sativus
Coccomyxa subellipsoidea
Coccinella septempunctata
Coccoloba uvifera
Cochliobolus victoriae
Cochlospermum vitifolium
Codium arabicum
Codium fragile
Codon schenckii
Coeligena bonapartei
Coelophrys brevicaudata
Coenobita compressus
Coeligena coeligena
Coelogyne cristata
Coelognathus flavolineatus
Coereba flaveola
Coelops frithii
Coelognathus helena
Coeligena iris
Coelastrum microporum
Coenonympha pamphilus
Coenopoeus palmeri
Coeligena prunellei
Coendou prehensilis
Coenagrion puella
Coelognathus radiatus
Coenagrion resolutum
Coeliades ramanatek
Coemansia reversa
Coespeletia timotensis
Coeligena torquata
Coenonympha tullia
Coelastrella vacuolata
Coeligena violifer
Coeligena wilsoni
Coffea arabica
Coffea canephora
Cohnella laeviribosi
Coix lacryma-jobi
Coitocaecum parvum
Collinsella aerofaciens
Colomesus asellus
Colias alexandra
Colobus angolensis
Colletia armata
Colubrina asiatica
Colchicum autumnale
Colaptes auratus
Colletotrichum capsici
Coleochaete conchata
Coloconger cadenati
Colias crocea
Colius colius
Collinsonia canadensis
Coluber constrictor
Columbina cruziana
Colibri coruscans
Colletotrichum dematium
Colymbetes dolabratus
Colias erate
Colocasia esculenta
Colias eurytheme
Colombobalanus excelsa
Colletotrichum fructicola
